Your address (Street Address),Your address (Address Line 2),Your address (City),Your address (State / Province),Your address (ZIP / Postal Code),Your address (Country),Tour choice,Drink order,Phone,Hand bag,Pet,Complete Works of Shakespeare,Please answer: I believe that it is important to brush my teeth after every meal.,Total,Created By (User Id),Entry Id,Entry Date,Date Updated,Transaction Id,Payment Amount,Payment Date,Payment Status,Post Id,User Agent,Approval Status,Workflow Current Status Timestamp,Help Scout Conversation ID
,,,,,,Leopard|20,Tea,,,,,,20,2,1885,18/12/2014 19:30,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1884,19/12/2014 0:13,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Poetry|5,No,,,,,,20,2,1883,19/12/2014 0:14,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1882,19/12/2014 0:26,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1881,19/12/2014 0:29,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1880,19/12/2014 19:13,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1879,19/12/2014 20:05,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1878,20/12/2014 15:35,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1877,22/12/2014 13:45,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1876,25/12/2014 19:05,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1875,26/12/2014 19:46,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1874,28/12/2014 19:46,,,,,,,"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1873,30/12/2014 15:31,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1872,1/1/2015 0:19,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1871,3/1/2015 4:59,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1870,3/1/2015 14:56,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1869,3/1/2015 15:50,,,,,,,"Mozilla/5.0 (Linux; Android 4.4.2; SM-T331 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1868,3/1/2015 22:39,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1867,5/1/2015 13:40,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/39.0.2171.50 Mobile/12B440 Safari/600.1.4",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1866,7/1/2015 8:21,,,,,,,Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Poetry|5,No,,,,,,20,2,1865,7/1/2015 18:09,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1864,7/1/2015 21:40,,,,,,,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1863,8/1/2015 2:18,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1862,8/1/2015 5:42,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1861,8/1/2015 5:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1860,8/1/2015 12:28,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1859,9/1/2015 17:06,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1858,9/1/2015 18:04,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1857,11/1/2015 3:49,,,,,,,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1856,11/1/2015 4:01,,,,,,,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",,,
,,,,,,Leopard|20,No,,,,,,20,2,1855,13/1/2015 8:12,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1854,15/1/2015 17:18,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1853,16/1/2015 10:23,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1852,16/1/2015 12:00,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1851,17/1/2015 7:17,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Poetry|5,Coffee,,,,,,20,2,1850,17/1/2015 7:22,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1849,17/1/2015 10:33,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1848,19/1/2015 0:49,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1847,19/1/2015 16:30,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1846,20/1/2015 13:29,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1845,21/1/2015 11:22,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1844,21/1/2015 15:36,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1843,21/1/2015 15:54,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1842,22/1/2015 13:11,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1841,22/1/2015 19:18,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1840,22/1/2015 23:38,,,,,,,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.85 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1839,23/1/2015 3:03,,,,,,,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1838,23/1/2015 5:51,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1837,23/1/2015 14:29,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1836,23/1/2015 15:22,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1835,26/1/2015 3:00,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1834,26/1/2015 16:50,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1833,26/1/2015 17:37,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1832,26/1/2015 23:09,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1831,26/1/2015 23:11,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1830,27/1/2015 12:47,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1829,27/1/2015 12:47,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1828,28/1/2015 13:00,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1827,28/1/2015 23:06,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1826,29/1/2015 12:32,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1825,29/1/2015 12:34,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1824,29/1/2015 16:42,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Poetry|5,No,,,,,,20,2,1823,29/1/2015 16:43,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Poetry|5,Coffee,,,,,,20,2,1822,29/1/2015 18:25,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1821,29/1/2015 18:32,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1820,30/1/2015 4:43,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1819,30/1/2015 4:43,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1818,30/1/2015 8:49,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1817,30/1/2015 8:49,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1816,31/1/2015 1:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1815,1/2/2015 1:16,,,,,,,"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/40.0.2214.69 Mobile/12B440 Safari/600.1.4",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1814,1/2/2015 8:05,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1813,1/2/2015 8:05,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1812,1/2/2015 8:05,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1811,1/2/2015 8:12,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Poetry|5,Coffee,,,,,,20,2,1810,1/2/2015 8:12,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1809,2/2/2015 2:11,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/7.1.2 Safari/537.85.11",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1808,2/2/2015 20:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1807,2/2/2015 20:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1806,2/2/2015 20:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1805,3/2/2015 5:55,,,,,,,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1804,3/2/2015 19:55,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1803,3/2/2015 19:56,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1802,3/2/2015 19:57,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1801,4/2/2015 8:35,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1800,4/2/2015 12:36,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1799,5/2/2015 16:19,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1798,7/2/2015 12:21,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1797,7/2/2015 14:27,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1796,8/2/2015 10:58,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1795,9/2/2015 1:02,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1794,11/2/2015 3:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1793,11/2/2015 3:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1792,11/2/2015 17:00,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2298.0 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1791,11/2/2015 17:02,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2298.0 Safari/537.36",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1790,11/2/2015 17:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2298.0 Safari/537.36",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1789,11/2/2015 17:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2298.0 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1788,12/2/2015 5:25,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1787,12/2/2015 5:25,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1786,12/2/2015 16:25,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Poetry|5,Coffee,,,,,,20,2,1785,12/2/2015 18:48,,,,,,,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) CriOS/40.0.2214.69 Mobile/11D257 Safari/9537.53",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1784,13/2/2015 11:14,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1783,14/2/2015 12:45,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1782,16/2/2015 10:42,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.43 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1781,16/2/2015 18:30,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1780,17/2/2015 18:31,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1779,18/2/2015 11:38,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1778,18/2/2015 11:49,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1777,18/2/2015 14:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1776,18/2/2015 17:18,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1775,19/2/2015 2:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1774,19/2/2015 15:50,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",,,
